"","cue","coverage","H","unknown","N"
"3670","ethical",94,3.21546479484997,0,100
"3671","ethics",87.6288659793814,3.13397108084695,3,100
"3672","ethnic",95.9183673469388,3.49781141462383,2,100
"3673","ethnicity",92,2.70413639847501,0,100
"3674","etiquette",90.8163265306122,2.79388833494345,2,100
"3675","eucalyptus",90,2.60371647603486,0,100
"3676","euphoria",92,2.66060082343861,0,100
"3677","eureka",56.1224489795918,3.80834307119763,2,100
"3678","Euro",95.959595959596,2.50645390959292,1,100
"3679","Europe",93.8775510204082,3.24678590967299,2,100
"3680","European",90.9090909090909,4.00130455398367,1,100
"3681","evacuate",94.8979591836735,2.79660852390354,2,100
"3682","evade",89.4736842105263,2.78323631260988,5,100
"3683","evaluate",92.8571428571429,3.64994855644759,2,100
"3684","evaluation",94.8979591836735,2.76892273544156,2,100
"3685","evangelical",82.9787234042553,2.83357961937255,6,100
"3686","evaporate",92.9292929292929,2.62310580145353,1,100
"3687","evasion",90.7216494845361,3.4164598789586,3,100
"3688","evasive",77.6595744680851,3.78040437190854,6,100
"3689","eve",79.7979797979798,2.91069148529872,1,100
"3690","even",84,2.8061258344853,0,100
"3691","evening",89,2.99296548238037,0,100
"3692","event",95.8333333333333,3.44578019941424,4,100
"3693","events",68,3.52898082225115,0,100
"3694","eventually",84.0425531914894,3.24386570335678,6,100
"3695","ever",97.9591836734694,2.7937468680151,2,100
"3696","evergreen",87.8787878787879,2.75261901118062,1,100
"3697","everlasting",92,2.71095490568935,0,100
"3698","every",97,2.13063111746203,0,100
"3699","everybody",94.9494949494949,2.52439616209786,1,100
"3700","everyday",86,3.43457428649085,0,100
"3701","everyone",91.9191919191919,2.44308350262938,1,100
"3702","everything",94.8979591836735,2.27601315486003,2,100
"3703","everywhere",77.5510204081633,3.33556697113948,2,100
"3704","evict",93.5483870967742,3.25242466531472,7,100
"3705","evidence",94,3.0523076842073,0,100
"3706","evident",91.8367346938776,2.66803721010831,2,100
"3707","evil",85,3.05754291504185,0,100
"3708","evolution",90,3.15217987106656,0,100
"3709","evolve",91.7525773195876,3.10246596246928,3,100
"3710","ew",95.6043956043956,2.14447700353763,9,100
"3711","ewe",95.1807228915663,1.84303588371518,17,100
"3712","ex",98.989898989899,2.77062217241667,1,100
"3713","exact",96,2.45923070322545,0,100
"3714","exactly",91,2.82014698899983,0,100
"3715","exaggerate",73.1958762886598,3.53102345891665,3,100
"3716","exalt",84.5238095238095,3.1336383946311,16,100
"3717","exam",96,1.47689663612861,0,100
"3718","examination",97,2.62682486031965,0,100
"3719","examine",94.9494949494949,3.22546866037071,1,100
"3720","example",82.9787234042553,3.83694499182594,6,100
"3721","exams",96,2.20518579488388,0,100
"3722","exceed",84,3.55478149254461,0,100
"3723","excel",94.9494949494949,3.2100646080203,1,100
"3724","excellence",89,3.98377246886206,0,100
"3725","excellent",92.9292929292929,3.09400476457363,1,100
"3726","except",77.319587628866,3.79325365697457,3,100
"3727","exception",90.5263157894737,3.12427342638819,5,100
"3728","exceptional",94.8979591836735,3.58070021769503,2,100
"3729","excess",90.5263157894737,3.68253121659018,5,100
"3730","excessive",84.2105263157895,3.66450893566343,5,100
"3731","exchange",98,2.92365892423156,0,100
"3732","excise",88.2352941176471,2.19843773513663,15,100
"3733","excitable",86.5979381443299,3.79125774828466,3,100
"3734","excite",88.659793814433,3.63719286211899,3,100
"3735","excited",86.8686868686869,2.51228041458959,1,100
"3736","excitement",91,3.20579217658652,0,100
"3737","exciting",88.7755102040816,3.74433665698959,2,100
"3738","exclaim",93.8144329896907,2.16273085971713,3,100
"3739","exclamation",95.959595959596,2.65831573240265,1,100
"3740","exclamation point",93,3.32593743416572,0,100
"3741","exclude",89.7959183673469,3.49345504107316,2,100
"3742","exclusion",66.3265306122449,3.94929278769078,2,100
"3743","exclusive",81.8181818181818,3.86344003343511,1,100
"3744","excrement",91.6666666666667,2.17090805312381,4,100
"3745","excuse",95.959595959596,3.3482451317443,1,100
"3746","excuse me",84.8484848484848,2.75209186229811,1,100
"3747","execute",91,2.85710744024921,0,100
"3748","execution",89.8989898989899,3.02803958951717,1,100
"3749","executive",91.8367346938776,3.48905241568227,2,100
"3750","exemplary",89.3617021276596,3.15631351778614,6,100
"3751","exercise",90,3.89230342662817,0,100
"3752","exhale",94.8979591836735,1.87166087916275,2,100
"3753","exhaust",89,2.79187462427161,0,100
"3754","exhausted",98,1.05796004741539,0,100
"3755","exhausting",88.8888888888889,1.86804394853952,1,100
"3756","exhaustion",94,1.78252188193097,0,100
"3757","exhaustive",93.5483870967742,3.14752828265371,7,100
"3758","exhibit",92,2.36996444640283,0,100
"3759","exile",70.7070707070707,4.12147809518223,1,100
"3760","exist",98,2.71085138316596,0,100
"3761","existence",95.959595959596,2.93180741530612,1,100
"3762","existential",82.2222222222222,3.75011655226351,10,100
"3763","existentialism",76.1363636363636,3.1820536865857,12,100
"3764","existing",87.8787878787879,3.25159847851281,1,100
"3765","exit",88.8888888888889,2.47357951299824,1,100
"3766","exodus",67.0212765957447,3.2114231504088,6,100
"3767","exoskeleton",91.6666666666667,3.32417882699925,4,100
"3768","exotic",90.9090909090909,3.39223840543034,1,100
"3769","expand",82.8282828282828,3.33838322346318,1,100
"3770","expanse",94.3181818181818,3.03707272265352,12,100
"3771","expansion",87,3.54722525544308,0,100
"3772","expansive",95.9183673469388,2.71045733500871,2,100
"3773","expect",89,3.51807552797067,0,100
"3774","expectation",90.5263157894737,3.72142283065218,5,100
"3775","expectations",86.0215053763441,3.17294355389953,7,100
"3776","expected",73.9583333333333,3.95108841143309,4,100
"3777","expedition",87,2.99519129761253,0,100
"3778","expel",81.6326530612245,3.63824586699702,2,100
"3779","expense",98,2.24857300690232,0,100
"3780","expensive",92.9292929292929,3.20219944652784,1,100
"3781","experience",86.8686868686869,3.9080011912389,1,100
"3782","experienced",90.9090909090909,3.76072098117283,1,100
"3783","experiment",95.959595959596,2.87789324495576,1,100
"3784","expert",94.8979591836735,3.63381633372451,2,100
"3785","expertise",89.7959183673469,3.24213300359031,2,100
"3786","expire",96,2.68897792617226,0,100
"3787","explain",96.969696969697,3.45169215711445,1,100
"3788","explanation",88.0434782608696,3.73686863845371,8,100
"3789","explicit",79.7979797979798,3.8665793671407,1,100
"3790","explode",87.8787878787879,2.70221321454006,1,100
"3791","exploit",85.7142857142857,3.83612590106874,2,100
"3792","exploitation",82.8282828282828,3.80960406328594,1,100
"3793","exploration",90,3.60694627596753,0,100
"3794","explore",91.8367346938776,3.67970183563237,2,100
"3795","explorer",70,3.93286096116449,0,100
"3796","exploring",78,3.57922153298677,0,100
"3797","explosion",92,2.83248949339535,0,100
"3798","explosive",83.8383838383838,3.18391511099421,1,100
"3799","export",91.9191919191919,3.02412248694219,1,100
"3800","expose",90.625,3.17504371985424,4,100
"3801","exposed",88,2.59722048208638,0,100
"3802","exposure",94,3.41569030729896,0,100
"3803","express",92.8571428571429,3.20510125725612,2,100
"3804","expression",93.8775510204082,3.4856287731887,2,100
"3805","exquisite",95.8762886597938,3.65787189346623,3,100
"3806","extend",92.8571428571429,3.32591259349762,2,100
"3807","extension",87.8787878787879,3.39418376826062,1,100
"3808","extensive",85.8585858585859,3.54869087155141,1,100
"3809","exterior",98.9795918367347,1.33046424777192,2,100
"3810","exterminate",87.8787878787879,2.52093509197435,1,100
"3811","external",94,1.68774913024918,0,100
"3812","extinct",89.8989898989899,2.51806825006728,1,100
"3813","extinction",85,3.08529493016539,0,100
"3814","extinguish",69.6969696969697,1.90570791420865,1,100
"3815","extra",97,3.16708816245174,0,100
"3816","extract",93.8144329896907,2.92010439462092,3,100
"3817","extraordinary",97.9381443298969,3.41649041805964,3,100
"3818","extraterrestrial",71.7171717171717,2.40926618640607,1,100
"3819","extravagant",84,4.10968124737417,0,100
"3820","extreme",85.7142857142857,3.76294869264272,2,100
"3821","extremely",85,2.89734634368804,0,100
"3822","extremity",89,3.30615885480135,0,100
"3823","extrovert",92.8571428571429,2.83733045775249,2,100
"3824","extroverted",95.9183673469388,2.71920064525557,2,100
"3825","ex-wife",86,3.20091779645553,0,100
"3826","eye",96,3.10891160226165,0,100
"3827","eyeball",95.959595959596,3.60738748113973,1,100
"3828","eyebrow",94,3.32109390638505,0,100
"3829","eyebrows",88,3.44283611378661,0,100
"3830","eyed",71,3.16178876431644,0,100
"3831","eyelash",93.9393939393939,2.94825941972289,1,100
"3832","eyelashes",90,3.02312612311783,0,100
"3833","eyelid",93.9393939393939,3.00059015482008,1,100
"3834","eyeliner",89.8989898989899,2.55154851408112,1,100
"3835","eyes",85,3.4049758591671,0,100
"3836","eyeshadow",95,2.39335374935752,0,100
"3837","eyesight",92.8571428571429,2.63677521187523,2,100
"3838","f",93.1818181818182,3.25813099751452,12,100
"3839","fable",93.8144329896907,2.20349382535337,3,100
"3840","fabric",94.9494949494949,2.69349317012124,1,100
"3841","fabricate",98,2.4913606834054,0,100
"3842","fabulous",96.9072164948454,3.14880211059087,3,100
"3843","facade",95.7446808510638,2.6732315668374,6,100
"3844","face",96,3.58928432153902,0,100
"3845","Facebook",84.8484848484848,3.52504922888544,1,100
"3846","facet",96.6292134831461,2.81729146198225,11,100
"3847","facial",87.7551020408163,2.95934164377281,2,100
"3848","facial hair",97,1.64869419539925,0,100
"3849","facility",94.8979591836735,3.106142972359,2,100
"3850","facing",86.3157894736842,3.68300497587534,5,100
"3851","fact",88.7755102040816,2.99972269229315,2,100
"3852","factor",89.5833333333333,3.4651407284475,4,100
"3853","factory",92.7835051546392,3.63461777130031,3,100
"3854","facts",85,3.10114254783361,0,100
"3855","factual",94,3.06751268187401,0,100
"3856","faculty",92.8571428571429,3.15450491755802,2,100
"3857","fad",91.3978494623656,3.130388797575,7,100
"3858","fade",85.7142857142857,3.63057668365697,2,100
"3859","fag",93.6170212765958,2.03338734945568,6,100
"3860","faggot",93,3.12587262864315,0,100
"3861","Fahrenheit",83.8383838383838,2.43866798578393,1,100
"3862","fail",93.8144329896907,3.48033379189597,3,100
"3863","failing",89,3.83132913037836,0,100
"3864","failure",95,3.64255083586246,0,100
"3865","faint",82,3.69198806126447,0,100
"3866","fair",87,3.87443240000664,0,100
"3867","fairness",93,3.12311322886803,0,100
"3868","fairy",94.8453608247423,3.47683071897235,3,100
"3869","fairytale",87,3.29916378046143,0,100
"3870","fairy tale",79,3.41747339309727,0,100
"3871","fairy tales",74,3.6143329214023,0,100
"3872","faith",95.959595959596,3.09716573234838,1,100
"3873","faithful",97.9591836734694,3.42427615225866,2,100
"3874","faithfulness",93.9393939393939,3.25632838674506,1,100
"3875","fake",90.7216494845361,3.40744807288892,3,100
"3876","falcon",89.5833333333333,1.95207007329835,4,100
"3877","fall",97.9591836734694,2.73552522475405,2,100
"3878","fallacy",95.8333333333333,2.96703763154403,4,100
"3879","fall apart",87.8787878787879,3.32651669666656,1,100
"3880","fallen",87,3.37907239622201,0,100
"3881","falling",95,3.48873360156904,0,100
"3882","fallout",87.7551020408163,3.01755848800103,2,100
"3883","false",95.9183673469388,2.45096659468014,2,100
"3884","falsehood",97.9381443298969,1.96699327059787,3,100
"3885","falsify",92.5531914893617,2.51886490757796,6,100
"3886","fame",83.6734693877551,3.30334994512706,2,100
"3887","familiar",92.7083333333333,3.3924033512672,4,100
"3888","family",98,3.51059788537956,0,100
"3889","family tree",92.9292929292929,3.16661271495386,1,100
"3890","famine",97.979797979798,2.28237000199424,1,100
"3891","famished",98.9247311827957,1.3068243256435,7,100
"3892","famous",83.5051546391753,3.26676623418739,3,100
"3893","fan",91,3.6509987294771,0,100
"3894","fanatic",88.8888888888889,3.43949297016226,1,100
"3895","fancy",91.6666666666667,3.82706245305554,4,100
"3896","fandom",66.2650602409639,4.09928587368272,17,100
"3897","fanfare",65.9340659340659,3.23580523833324,9,100
"3898","fang",96.7391304347826,2.19121907256382,8,100
"3899","fangs",95.8762886597938,2.04484804391457,3,100
"3900","fanny",90.2173913043478,2.73075711719896,8,100
"3901","fantastic",97.979797979798,2.81754750713004,1,100
"3902","fantasy",92,3.55478149254461,0,100
"3903","far",93,2.24183366338016,0,100
"3904","far away",91.9191919191919,3.23829803045767,1,100
"3905","farce",88.4210526315789,2.99100990081004,5,100
"3906","fare",98.9473684210526,3.21457386311533,5,100
"3907","farewell",97,1.45458271452614,0,100
"3908","farm",87,3.50973510616449,0,100
"3909","farmer",85,3.86964998988989,0,100
"3910","farming",77,3.92803065404989,0,100
"3911","farms",71,3.3500562684592,0,100
"3912","fart",90.9090909090909,3.37832833108997,1,100
"3913","farther",94.9494949494949,3.21317279934881,1,100
"3914","fascinate",84,3.61730024912879,0,100
"3915","fascinating",93,2.68141115566394,0,100
"3916","fascism",68.3673469387755,2.83908696827279,2,100
"3917","fascist",81.0526315789474,3.35573186474435,5,100
"3918","fashion",90.9090909090909,3.46834992451933,1,100
"3919","fashionable",95,3.27283092643109,0,100
"3920","fast",95,2.46443925437449,0,100
"3921","fasten",96.9387755102041,2.51455139950223,2,100
"3922","fastener",95.8333333333333,2.99202718271202,4,100
"3923","faster",60,3.11130705445293,0,100
"3924","fast food",91,3.02174263706073,0,100
"3925","fat",91.9191919191919,3.41150865754213,1,100
"3926","fatal",92.9292929292929,2.3174901424722,1,100
"3927","fate",87.7551020408163,2.96607574076098,2,100
"3928","father",95,2.12996235211751,0,100
"3929","fatherly",94.7368421052632,3.32414311210919,5,100
"3930","fatigue",95,1.46528632441409,0,100
"3931","fattening",91.8367346938776,3.78923809808151,2,100
"3932","fatty",77,3.58768028639404,0,100
"3933","faucet",97.8021978021978,1.87121484596126,9,100
"3934","fault",92.8571428571429,3.16394470171486,2,100
"3935","faulty",83.5051546391753,2.62747918320563,3,100
"3936","fauna",96.8085106382979,1.93308024519844,6,100
"3937","favor",94.7916666666667,3.52854000608893,4,100
"3938","favorite",86.5979381443299,3.14894979252584,3,100
"3939","fawn",79.1208791208791,2.48207914424564,9,100
"3940","fax",84.8484848484848,2.63262379632477,1,100
"3941","FBI",78.7878787878788,3.51906468734194,1,100
"3942","fear",92.8571428571429,3.51043017000616,2,100
"3943","fearful",92.9292929292929,2.78188816302832,1,100
"3944","fearless",90.8163265306122,2.97312137297442,2,100
"3945","feast",95,2.87679917394903,0,100
"3946","feat",97.9381443298969,3.31711074073715,3,100
"3947","feather",96,2.20007438300845,0,100
"3948","feathers",98.9690721649485,2.21867383572795,3,100
"3949","feature",92.9292929292929,3.25170103480319,1,100
"3950","February",88.8888888888889,2.24910524091593,1,100
"3951","feces",88.4210526315789,2.27124142466415,5,100
"3952","federal",90,2.41888649239491,0,100
"3953","fedora",92.2222222222222,1.27511677235271,10,100
"3954","fee",96,2.72468048986252,0,100
"3955","feeble",95.8333333333333,1.64797516194817,4,100
"3956","feed",95,3.10640505081094,0,100
"3957","feedback",95.959595959596,3.51878351304435,1,100
"3958","feeding",92.9292929292929,3.05455518475779,1,100
"3959","feel",99,2.83120612657258,0,100
"3960","feeling",98.989898989899,2.97623508453979,1,100
"3961","feelings",97,2.77013264924586,0,100
"3962","feely",92.8571428571429,1.50982439211358,16,100
"3963","fees",82,2.82570650663574,0,100
"3964","feet",85.8585858585859,3.08903403392534,1,100
"3965","feline",98.9473684210526,0.750182383435607,5,100
"3966","fell",88,3.41928847548752,0,100
"3967","fellow",95.959595959596,3.27533552057762,1,100
"3968","fellowship",91.8367346938776,3.04787255018393,2,100
"3969","felon",96.969696969697,2.00473018377939,1,100
"3970","felony",96.875,1.28229927933843,4,100
"3971","felt",82.8282828282828,3.58310680829213,1,100
"3972","female",100,2.16905619137378,1,100
"3973","females",84.6938775510204,2.87303394863208,2,100
"3974","feminine",94,3.09993846818548,0,100
"3975","feminism",82,3.36235573203623,0,100
"3976","feminist",88.8888888888889,3.0510253017828,1,100
"3977","fence",91.9191919191919,3.56508559103774,1,100
"3978","fencing",84,3.30603213073369,0,100
"3979","feral",98.9583333333333,1.89879789713332,4,100
"3980","fern",91.304347826087,2.77636232343646,8,100
"3981","ferocious",94.8979591836735,3.15256110602233,2,100
"3982","ferret",88.659793814433,3.21845198287436,3,100
"3983","ferry",86,2.05519718290001,0,100
"3984","fertile",84,3.54450503930921,0,100
"3985","fertilizer",94,3.39621498896803,0,100
"3986","festival",88.8888888888889,3.00424708287631,1,100
"3987","festive",92.9292929292929,3.14306956974601,1,100
"3988","fetch",95.9183673469388,1.91945355935663,2,100
"3989","fetish",90.9090909090909,3.0185684123138,1,100
"3990","fetus",83,2.16495580754363,0,100
"3991","feud",84.9462365591398,2.52334646723212,7,100
"3992","feudal",70.3296703296703,3.8177601724619,9,100
"3993","fever",94.9494949494949,2.69518217436928,1,100
"3994","feverish",90.9090909090909,2.47075093786971,1,100
"3995","few",85.7142857142857,2.8035279909428,2,100
"3996","fewer",93.75,1.25643453346095,4,100
"3997","fib",94.4444444444444,0.988963804485017,10,100
"3998","fiber",93.8144329896907,3.60746162919561,3,100
"3999","fickle",92.4731182795699,3.82202703727959,7,100
"4000","fiction",96,3.13817209222017,0,100
"4001","fictional",88.8888888888889,2.92576717151738,1,100
"4002","fiddle",83.5051546391753,2.59513594223724,3,100
"4003","fiddler",85.8695652173913,2.72623770659685,8,100
"4004","fidelity",92.9292929292929,3.27224456767794,1,100
"4005","fidget",92.6315789473684,3.55318074231695,5,100
"4006","field",89,3.55948179024536,0,100
"4007","fields",78,3.49047965016212,0,100
"4008","fiend",91.0112359550562,3.02677737482223,11,100
"4009","fierce",92.7835051546392,3.60557039135877,3,100
"4010","fiery",90.9090909090909,3.05332569992848,1,100
"4011","fiesta",95.8762886597938,1.76869328092835,3,100
"4012","fifteen",70,3.03872436507488,0,100
"4013","fifth",86.734693877551,3.22055965187796,2,100
"4014","fifty",85.8585858585859,3.51126923534461,1,100
"4015","fig",96.875,2.40776414948606,4,100
"4016","fight",94.9494949494949,3.34349735628899,1,100
"4017","fighter",92.9292929292929,3.13418228766487,1,100
"4018","fighting",80,4.04698344013666,0,100
"4019","figs",88.659793814433,2.85986758493072,3,100
"4020","figure",94.9494949494949,3.59077209344885,1,100
"4021","figure out",92.9292929292929,3.60442900667992,1,100
"4022","figures",71.7171717171717,3.19030629186571,1,100
"4023","file",91,3.28996057944018,0,100
"4024","files",83,3.37119486779112,0,100
"4025","fill",86,3.39549429559124,0,100
"4026","filled",81.8181818181818,3.22446652637472,1,100
"4027","filler",77.5510204081633,4.2410165983005,2,100
"4028","filling",90.9090909090909,3.5419273322175,1,100
"4029","film",92,2.43074956623074,0,100
"4030","films",91,2.37355143711698,0,100
"4031","filter",92,3.50935195154125,0,100
"4032","filth",96,2.17732055332655,0,100
"4033","filthy",97.979797979798,1.19590122799654,1,100
"4034","fin",95.8333333333333,2.09104314207177,4,100
"4035","final",98,2.3446450824364,0,100
"4036","finale",92,2.45077929170522,0,100
"4037","finality",85.5670103092783,2.23727022320353,3,100
"4038","finally",72.9166666666667,2.6048732181152,4,100
"4039","finance",94,1.7273418751137,0,100
"4040","finances",95,1.87885927803419,0,100
"4041","financial",99,2.31359285018955,0,100
"4042","finch",91.304347826087,1.31630496786313,8,100
"4043","find",92.9292929292929,3.17416473348868,1,100
"4044","finder",82.8282828282828,2.86180376430669,1,100
"4045","finding",84,3.45562580518367,0,100
"4046","fine",96,3.65068927079825,0,100
"4047","finesse",87.0967741935484,3.72996051466488,7,100
"4048","finger",83.8383838383838,3.41919084291757,1,100
"4049","fingernail",90,3.47440271117877,0,100
"4050","fingernails",81,3.57387691759345,0,100
"4051","fingerprint",87.8787878787879,3.16425939244814,1,100
"4052","fingers",85.8585858585859,2.90886497939815,1,100
"4053","finish",98,2.19345264601412,0,100
"4054","finished",93,2.08477688740895,0,100
"4055","finisher",67.7083333333333,3.42114864209729,4,100
"4056","finishing",87.8787878787879,2.74733229107233,1,100
"4057","finite",96,2.57877180773405,0,100
"4058","fir",98.9130434782609,0.856075466125416,8,100
"4059","fire",95,3.45975443862128,0,100
"4060","firecracker",88.7755102040816,3.74265707427343,2,100
"4061","fired",65,3.40909241618028,0,100
"4062","firefighter",94,3.11871357476285,0,100
"4063","firefly",82.8282828282828,3.23849866870729,1,100
"4064","fireman",92.9292929292929,3.38615130759646,1,100
"4065","fireplace",97,2.83600301394877,0,100
"4066","firetruck",91,2.45736738285997,0,100
"4067","firework",85,3.70499875923172,0,100
"4068","fireworks",69,3.86895777519947,0,100
"4069","firing",87.6288659793814,3.15245286544945,3,100
"4070","firm",97,3.02441204241582,0,100
"4071","first",89.8989898989899,3.05551621920676,1,100
"4072","first aid",85,3.1380386983415,0,100
"4073","first class",89,3.52336758421893,0,100
"4074","first floor",72,3.42420129362979,0,100
"4075","fish",87,3.74166456730653,0,100
"4076","fishing",94,3.16077648771897,0,100
"4077","fishing pole",93,2.83460650814349,0,100
"4078","fish tank",91.9191919191919,2.8169722285779,1,100
"4079","fishy",95.9183673469388,2.79568925015685,2,100
"4080","fist",91,2.83992020152942,0,100
"4081","fit",83.8383838383838,3.51279555284951,1,100
"4082","fitness",92,3.10655512243955,0,100
"4083","fitting",91.8367346938776,3.26479397390953,2,100
"4084","five",94,2.73887170058031,0,100
"4085","fix",96.9072164948454,3.21195515124557,3,100
"4086","fixation",89.7959183673469,2.65294137622433,2,100
"4087","fixed",75.5102040816327,3.67374001551801,2,100
"4088","fixer",80.4123711340206,3.36070016114649,3,100
"4089","fixing",66,3.33201115940744,0,100
"4090","fizz",83.8383838383838,2.82634369188319,1,100
"4091","fizzy",89.3617021276596,2.48045542891607,6,100
"4092","flag",92,3.48927638853413,0,100
"4093","flags",78,3.88999983490573,0,100
"4094","flake",87.7551020408163,2.20256147110304,2,100
"4095","flakes",95,1.93490108412977,0,100
"4096","flaky",90.4255319148936,3.61306004516601,6,100
"4097","flamboyant",85.5670103092783,3.29384661283223,3,100
"4098","flame",92,2.24462908312817,0,100
"4099","flames",90,1.37618396661883,0,100
"4100","flamingo",97,1.26640583123466,0,100
"4101","flan",96.7032967032967,3.06180600826624,9,100
"4102","flannel",93,3.01976134746854,0,100
"4103","flap",91.6666666666667,3.74410509025425,4,100
"4104","flapjack",95.6521739130435,1.83411285756178,8,100
"4105","flapper",57.7777777777778,3.19264422688815,10,100
"4106","flare",88.7755102040816,3.15531203300932,2,100
"4107","flash",88,3.09549947560131,0,100
"4108","flasher",82.6530612244898,3.25069425314099,2,100
"4109","flashing",80.8080808080808,2.98536444425026,1,100
"4110","flashlight",91.8367346938776,2.84075908110115,2,100
"4111","flashy",80.6122448979592,3.70209143128174,2,100
"4112","flask",90.9090909090909,3.09406366647912,1,100
"4113","flat",87,3.54923995103979,0,100
"4114","flatfish",87.2093023255814,3.34459024709638,14,100
"4115","flatter",77,3.60525153273249,0,100
"4116","flattering",70,3.88098621810894,0,100
"4117","flattery",70.1030927835051,3.94227853557256,3,100
"4118","flavor",95,2.48852007048201,0,100
"4119","flavorful",97.979797979798,1.90382945471715,1,100
"4120","flavoring",94,3.10408129514705,0,100
"4121","flaw",98.9795918367347,3.01343241431174,2,100
"4122","flawed",93,3.21114527810852,0,100
"4123","flawless",95,2.43673729744069,0,100
"4124","flea",94.8979591836735,2.94909559273448,2,100
"4125","fleck",93.1034482758621,2.59581953716599,13,100
"4126","flee",92.9292929292929,2.32663818972998,1,100
"4127","fleece",93.8775510204082,2.56412844451223,2,100
"4128","fleet",91.9191919191919,2.51874697855575,1,100
"4129","fleeting",78.125,3.20686016487878,4,100
"4130","flesh",96.969696969697,2.75655292793325,1,100
"4131","fleshy",92.9292929292929,3.32523154977246,1,100
"4132","flew",78.5714285714286,2.98267209283431,2,100
"4133","flex",97.9591836734694,2.32493386760484,2,100
"4134","flexibility",76.7676767676768,3.66251930851452,1,100
"4135","flexible",90.9090909090909,3.22393852157641,1,100
"4136","flick",94.6236559139785,2.98460525253186,7,100
"4137","flicker",87.2340425531915,3.24931816687281,6,100
"4138","flies",78.7878787878788,3.73556024232144,1,100
"4139","flight",96,2.7812973939999,0,100
"4140","flight attendant",87.8787878787879,3.26744841141672,1,100
"4141","flighty",82.9545454545455,3.62918143940055,12,100
"4142","flimsy",89.6907216494845,3.12905341465704,3,100
"4143","flinch",87.3684210526316,3.69348055359976,5,100
"4144","fling",90.625,2.71887716221884,4,100
"4145","flint",81.25,2.79292360303991,4,100
"4146","flip",87,2.96930105533351,0,100
"4147","flip flops",85.8585858585859,2.77596629845575,1,100
"4148","flipper",97.8723404255319,1.81237575467987,6,100
"4149","flirt",93.8775510204082,3.4210047714521,2,100
"4150","float",85,3.17568018661401,0,100
"4151","floating",82,3.36134842366186,0,100
"4152","flock",92.9292929292929,1.98860225481022,1,100
"4153","flood",85,2.06737664761013,0,100
"4154","floor",94,3.4473880583466,0,100
"4155","flooring",78.9473684210526,2.82282306456744,5,100
"4156","flop",92.7083333333333,2.51849470539003,4,100
"4157","floppy",90.7216494845361,2.89646975374722,3,100
"4158","flora",98.9690721649485,1.27526897137539,3,100
"4159","floral",93,2.69448468171839,0,100
"4160","Florida",83.6734693877551,3.29173739284601,2,100
"4161","floss",98.9690721649485,1.48974008704593,3,100
"4162","flounder",91.6666666666667,1.62729612207556,4,100
"4163","flour",96.969696969697,2.9372136543865,1,100
"4164","flourish",90.5263157894737,3.32271223299413,5,100
"4165","flow",89,2.67171814606679,0,100
"4166","flower",97,3.52934017734484,0,100
"4167","flowers",89,3.69195843833647,0,100
"4168","flowery",84.8484848484848,3.97702388113608,1,100
"4169","flowing",96,2.18877114271188,0,100
"4170","flu",95.959595959596,2.66179651061868,1,100
"4171","fluctuate",78.125,3.36588321303264,4,100
"4172","fluent",94.8979591836735,3.12394799636355,2,100
"4173","fluff",87,3.88418612849171,0,100
"4174","fluffy",92.8571428571429,3.35872281800164,2,100
"4175","fluid",93.8775510204082,2.18386804754271,2,100
"4176","flunk",97.9591836734694,1.40923613377977,2,100
"4177","fluorescent",83,2.48195081635694,0,100
"4178","flush",96.969696969697,1.3444449030861,1,100
"4179","flute",89,3.21138289277157,0,100
"4180","flutter",87.7551020408163,2.48636241401428,2,100
"4181","flux",80.8988764044944,3.3960032088176,11,100
"4182","fly",92,3.44962358912975,0,100
"4183","flyer",78.7878787878788,3.4490424045712,1,100
"4184","flying",92,3.26533529069928,0,100
"4185","foal",97.8947368421053,1.80671221649655,5,100
"4186","foam",90,3.28800660289572,0,100
"4187","foamy",84.8484848484848,3.10378419219584,1,100
"4188","focus",94.8979591836735,3.74192050527504,2,100
"4189","focused",89.8989898989899,3.80214280527103,1,100
"4190","fodder",91.25,2.82027477807648,20,100
"4191","foe",97.9591836734694,1.5686233642864,2,100
"4192","fog",92.8571428571429,3.38393935407447,2,100
"4193","foggy",92.8571428571429,3.54401228394717,2,100
"4194","foil",95.8333333333333,2.55126564243993,4,100
"4195","fold",90.7216494845361,3.44455452339147,3,100
"4196","folded",82.8282828282828,3.25961952957976,1,100
"4197","folder",86.734693877551,3.06923649254411,2,100
"4198","folding",86.8686868686869,2.86936882045269,1,100
"4199","foliage",98,2.50725362787704,0,100
"4200","folk",96.969696969697,2.7357372812872,1,100
"4201","folklore",90,3.06395229652063,0,100
"4202","follow",95,2.99339373455479,0,100
"4203","follower",91.9191919191919,2.99365226272456,1,100
"4204","following",88.7755102040816,3.44365044715534,2,100
"4205","folly",96.8085106382979,3.30592590670105,6,100
"4206","fond",90.9090909090909,3.19143836317916,1,100
"4207","fondle",94.7368421052632,2.87211028048802,5,100
"4208","fondness",95.8762886597938,2.42104175346594,3,100
"4209","fondue",97.9381443298969,1.54429342411045,3,100
"4210","font",84,3.05077804969427,0,100
"4211","food",96,3.33528884628049,0,100
"4212","fool",91,3.34164393885355,0,100
"4213","foolish",91.9191919191919,3.01628434720099,1,100
"4214","foolishness",77.5510204081633,2.86333281089275,2,100
"4215","foot",90.9090909090909,3.45223127488233,1,100
