"","cue","coverage","H","unknown","N"
"3583","enlighten",90.625,3.67408565726128,0,96
"3584","enlightenment",79,3.86639262179603,0,100
"3585","enormous",98,2.25499141165905,0,100
"3586","enough",81,3.33449858161296,0,100
"3587","enrage",93,2.00695264069477,0,100
"3588","ensemble",98,2.96224027083953,0,100
"3589","ensure",80,3.70029886014265,0,100
"3590","enter",87,3.13335038891679,0,100
"3591","enterprise",73,3.07844436210606,0,100
"3592","entertain",90,3.51205983468626,0,100
"3593","entertaining",91.8367346938776,3.03178371259437,0,98
"3594","entertainment",87,2.95771168190507,0,100
"3595","enthusiasm",91,3.29242506542864,0,100
"3596","enthusiastic",95,2.87886202310801,0,100
"3597","entice",85,3.56996577282046,0,100
"3598","entire",96,1.69648415999654,0,100
"3599","entirely",98,2.42312218983842,0,100
"3600","entitled",85,3.87244887019125,0,100
"3601","entitlement",85,3.8864418232163,0,100
"3602","entity",93,3.08210953952807,0,100
"3603","entrance",96,2.02920550569783,0,100
"3604","entranced",49,3.8574424963271,0,100
"3605","entrepreneur",83,3.06685979287209,0,100
"3606","entropy",71,3.37873094095121,0,100
"3607","entry",98,3.34638388259089,0,100
"3608","enunciate",77,2.42592574340452,0,100
"3609","envelop",93,2.9502760648879,0,100
"3610","envelope",97,2.67860493331121,0,100
"3611","envious",90,1.93258485439634,0,100
"3612","environment",94,3.29294565950116,0,100
"3613","environmental",90,3.44502137390797,0,100
"3614","envision",78,2.91586974834809,0,100
"3615","envy",95,2.4651867689421,0,100
"3616","enzyme",81,3.55408927785419,0,100
"3617","eon",74,2.69999945029247,0,100
"3618","epic",90,3.71784982485713,0,100
"3619","epidemic",89,2.79229071663062,0,100
"3620","epiphany",78,3.41655084629083,0,100
"3621","episode",74,3.19140665524402,0,100
"3622","epoch",75,2.88034308840003,0,100
"3623","equal",93,2.98884289175042,0,100
"3624","equality",91,3.62868789225126,0,100
"3625","equation",87,2.61849740261512,0,100
"3626","equator",82.4742268041237,2.98081850179148,0,97
"3627","equilibrium",95,2.00779762963234,0,100
"3628","equipment",92,3.41655805473713,0,100
"3629","equity",89,3.53682835350708,0,100
"3630","equivalent",87.7551020408163,1.92606545826056,0,98
"3631","era",89.6907216494845,2.47003234829671,0,97
"3632","eradicate",87,3.16239846797919,0,100
"3633","erase",91,3.36983891709665,0,100
"3634","eraser",95.959595959596,2.74788837941962,0,99
"3635","erasure",63.5416666666667,3.1572314811543,0,96
"3636","erect",95.959595959596,2.25240552147353,0,99
"3637","erection",90.9090909090909,2.28351419179018,0,99
"3638","ergo",71,2.82653123831407,0,100
"3639","erode",85.8585858585859,3.67884914218486,0,99
"3640","erosion",78,3.35167850528384,0,100
"3641","erotic",96,2.54858626386441,0,100
"3642","errant",69,3.41371605726767,0,100
"3643","erratic",84,3.70356683146471,0,100
"3644","error",91,2.57439538464901,0,100
"3645","erupt",96,1.18174195744702,0,100
"3646","eruption",88,1.44324605277815,0,100
"3647","escalator",92.9292929292929,2.55350186031076,0,99
"3648","escape",89,3.45405286616294,0,100
"3649","escargot",94,1.63122265850847,0,100
"3650","escort",95,3.41626304614666,0,100
"3651","esoteric",72,3.66637387165978,0,100
"3652","especial",75,3.1408877158639,0,100
"3653","especially",66,3.57147179514354,0,100
"3654","espionage",85,1.57160126081365,0,100
"3655","espresso",97,1.19452327384067,0,100
"3656","essay",95.9183673469388,2.9693505695509,0,98
"3657","essence",86.8686868686869,3.63989621138413,0,99
"3658","essential",90.9090909090909,2.90958990445831,0,99
"3659","establish",83,3.77853408073957,0,100
"3660","estate",96.969696969697,3.00925477369439,0,99
"3661","esteem",87,2.66588697576109,0,100
"3662","estimate",94,2.56033986212484,0,100
"3663","estrogen",96.8421052631579,2.05802458492476,0,95
"3664","etching",67,3.20759320750007,0,100
"3665","eternal",93,2.66248899502518,0,100
"3666","eternity",94.9494949494949,2.18514530215429,0,99
"3667","ethanol",91,2.1793456898259,0,100
"3668","ethic",93,2.85065382952963,0,100
"3669","ethical",93.9393939393939,3.21868377073445,0,99
"3670","ethics",87,3.15220071081656,0,100
"3671","ethnic",96,3.48995914423799,0,100
"3672","ethnicity",93.8775510204082,2.51733301559589,0,98
"3673","etiquette",90,2.83604968152431,0,100
"3674","eucalyptus",90,2.60371647603486,0,100
"3675","euphoria",90,2.6849287299251,0,100
"3676","eureka",52,3.81635237944221,0,100
"3677","Euro",95,2.55006028098903,0,100
"3678","Europe",93,3.24190638261295,0,100
"3679","European",91,4.06256989473556,0,100
"3680","evacuate",94.9494949494949,2.82737736500375,0,99
"3681","evade",86,2.8727195817509,0,100
"3682","evaluate",92,3.63203445808373,0,100
"3683","evaluation",94.8979591836735,2.73220932148009,0,98
"3684","evangelical",81.4432989690722,2.80575108468622,0,97
"3685","evaporate",92,2.75762480704586,0,100
"3686","evasion",88,3.44770657740034,0,100
"3687","evasive",78,3.86056945639544,0,100
"3688","eve",77,3.01122404045582,0,100
"3689","even",84,2.85030265337705,0,100
"3690","evening",89,2.99296548238037,0,100
"3691","event",92,3.43475880924696,0,100
"3692","events",68,3.54953819660669,0,100
"3693","eventually",78,3.28143376509362,0,100
"3694","ever",96,2.84004205103609,0,100
"3695","evergreen",87,2.76792362650289,0,100
"3696","everlasting",92,2.71382892411548,0,100
"3697","every",97,2.13063111746203,0,100
"3698","everybody",93.8775510204082,2.58217908683398,0,98
"3699","everyday",85,3.43457428649085,0,100
"3700","everyone",91,2.45396048531411,0,100
"3701","everything",94,2.40741154333205,0,100
"3702","everywhere",79.7979797979798,3.28404974048542,0,99
"3703","evict",88,3.35166764549122,0,100
"3704","evidence",94,3.07480108999205,0,100
"3705","evident",91,2.71271557918588,0,100
"3706","evil",85,3.16074522869241,0,100
"3707","evolution",89.8989898989899,3.12235434090598,0,99
"3708","evolve",91,3.16322957682381,0,100
"3709","ew",87,2.34268817071401,0,100
"3710","ewe",82.8282828282828,2.04768168337907,0,99
"3711","ex",98,2.8436608994603,0,100
"3712","exact",96,2.45923070322545,0,100
"3713","exactly",91,2.85991576922007,0,100
"3714","exaggerate",72,3.48757344009955,0,100
"3715","exalt",73,3.16823396636864,0,100
"3716","exam",96,1.49599206117746,0,100
"3717","examination",98,2.61305642194184,0,100
"3718","examine",94,3.2683109331707,0,100
"3719","example",79,3.86072948734897,0,100
"3720","exams",95,2.322057450656,0,100
"3721","exceed",83.5051546391753,3.58558537546577,0,97
"3722","excel",93.8775510204082,3.24524015721752,0,98
"3723","excellence",89,3.94741611946611,0,100
"3724","excellent",92,3.11906625128274,0,100
"3725","except",75,3.83329364049394,0,100
"3726","exception",85.8585858585859,3.16726624771385,0,99
"3727","exceptional",93.8775510204082,3.62295509543,0,98
"3728","excess",85.8585858585859,3.67769531793101,0,99
"3729","excessive",81,3.63323983681124,0,100
"3730","exchange",98,2.88839472362588,0,100
"3731","excise",81.9148936170213,2.4454360842478,1,95
"3732","excitable",85,3.8003352718339,0,100
"3733","excite",88,3.68714715092167,0,100
"3734","excited",86,2.54244752732023,0,100
"3735","excitement",91,3.28849575613119,0,100
"3736","exciting",88,3.76764906808306,0,100
"3737","exclaim",92,2.32362669645432,0,100
"3738","exclamation",93,2.76633124629196,0,100
"3739","exclamation point",93.9393939393939,3.31421252295348,0,99
"3740","exclude",89,3.52007933941003,0,100
"3741","exclusion",67,3.98473570422005,0,100
"3742","exclusive",83,3.83483810082831,0,100
"3743","excrement",89,2.24325528743878,0,100
"3744","excuse",95,3.39325762056645,0,100
"3745","excuse me",86.5979381443299,2.60436299413944,0,97
"3746","execute",91,2.85710744024921,0,100
"3747","execution",87,3.10651986450644,0,100
"3748","executive",90,3.51731048064835,0,100
"3749","exemplary",87,3.21230543957801,0,100
"3750","exercise",90,3.8902898752731,0,100
"3751","exhale",93,1.97733368755516,0,100
"3752","exhaust",89,2.73524239097515,0,100
"3753","exhausted",97,1.11171755170555,0,100
"3754","exhausting",90,1.87213637156542,0,100
"3755","exhaustion",94,1.59653887096289,0,100
"3756","exhaustive",88,3.21609486828508,0,100
"3757","exhibit",92,2.41446390190834,0,100
"3758","exile",71,4.10784674667243,0,100
"3759","exist",98,2.66808052923037,0,100
"3760","existence",96,2.93645197063188,0,100
"3761","existential",75,3.72008649988191,0,100
"3762","existentialism",68,3.18733673330452,0,100
"3763","existing",86.8686868686869,3.21989035551716,0,99
"3764","exit",88,2.47345036359723,0,100
"3765","exodus",62.6262626262626,3.16870917942822,0,99
"3766","exoskeleton",88,3.42130202684259,0,100
"3767","exotic",90,3.43933767690779,0,100
"3768","expand",81,3.34190550053455,0,100
"3769","expanse",84,3.07765732627783,0,100
"3770","expansion",86.8686868686869,3.52922170417548,0,99
"3771","expansive",95,2.71383950297896,0,100
"3772","expect",89,3.51807552797067,0,100
"3773","expectation",87,3.7147715074166,0,100
"3774","expectations",80.6122448979592,3.21917602872034,0,98
"3775","expected",71,3.94390714901616,0,100
"3776","expedition",87.7551020408163,2.97489094236174,0,98
"3777","expel",79,3.65828758149917,0,100
"3778","expense",98,2.24857300690232,0,100
"3779","expensive",92,3.22617898641741,0,100
"3780","experience",87,3.90582728863251,0,100
"3781","experienced",91,3.70841615827911,0,100
"3782","experiment",95,2.88699465901007,0,100
"3783","expert",93,3.6768231993001,0,100
"3784","expertise",87,3.32843527225984,0,100
"3785","expire",96,2.6985458157307,0,100
"3786","explain",96,3.4506833641134,0,100
"3787","explanation",81,3.74539666142619,0,100
"3788","explicit",78.7878787878788,3.85101633285225,0,99
"3789","explode",87,2.80202428117425,0,100
"3790","exploit",84,3.8435795527159,0,100
"3791","exploitation",83,3.84591276736635,0,100
"3792","exploration",90,3.6582672998752,0,100
"3793","explore",90,3.70414691219945,0,100
"3794","explorer",70,3.95989463369647,0,100
"3795","exploring",78.7878787878788,3.58165659531888,0,99
"3796","explosion",92,2.83196293434649,0,100
"3797","explosive",82.8282828282828,3.25023260641212,0,99
"3798","export",91,3.03601985281642,0,100
"3799","expose",88,3.21598611879424,0,100
"3800","exposed",88,2.66171051771581,0,100
"3801","exposure",93.9393939393939,3.31777984628943,0,99
"3802","express",91,3.23903834539073,0,100
"3803","expression",93.9393939393939,3.47854427954988,0,99
"3804","exquisite",93,3.65187351272643,0,100
"3805","extend",91,3.31342889839568,0,100
"3806","extension",88,3.42965633722316,0,100
"3807","extensive",86,3.59454528166303,0,100
"3808","exterior",98.989898989899,1.39552026921576,0,99
"3809","exterminate",87,2.58775188508559,0,100
"3810","external",93,1.73716479122211,0,100
"3811","extinct",89,2.54888910192145,0,100
"3812","extinction",84,3.08846957595951,0,100
"3813","extinguish",70,2.00512242546466,0,100
"3814","extra",97,3.12291134355999,0,100
"3815","extract",90,3.05929255393069,0,100
"3816","extraordinary",95,3.41849972117144,0,100
"3817","extraterrestrial",75,2.33051673288444,0,100
"3818","extravagant",85.7142857142857,4.02034827886565,0,98
"3819","extreme",85,3.7857288320696,0,100
"3820","extremely",85,2.92438001622002,0,100
"3821","extremity",89.5833333333333,3.23110245590753,0,96
"3822","extrovert",93,2.81925894090376,0,100
"3823","extroverted",92.7835051546392,2.76699530326026,0,97
"3824","ex-wife",84,3.23381489244958,0,100
"3825","eye",95,3.1176101253745,0,100
"3826","eyeball",96,3.67257297292025,0,100
"3827","eyebrow",93,3.31586142494741,0,100
"3828","eyebrows",89,3.4833232137197,0,100
"3829","eyed",71,3.2391121644588,0,100
"3830","eyelash",94,2.91299089990132,0,100
"3831","eyelashes",90,3.04729525243782,0,100
"3832","eyelid",93,3.09938948357498,0,100
"3833","eyeliner",89.8989898989899,2.56770988639711,0,99
"3834","eyes",85.8585858585859,3.3835990698266,0,99
"3835","eyeshadow",96,2.46556709029743,0,100
"3836","eyesight",92,2.68207882091746,0,100
"3837","f",84,3.22788455228986,0,100
"3838","fable",92,2.29122660382138,0,100
"3839","fabric",93,2.77461356648376,0,100
"3840","fabricate",98,2.52363769716764,0,100
"3841","fabulous",92.9292929292929,3.18157754033699,0,99
"3842","facade",92,2.75550263964069,0,100
"3843","face",94,3.6318363877306,0,100
"3844","Facebook",83.5051546391753,3.57432072391015,0,97
"3845","facet",90.8163265306122,2.89107040649774,0,98
"3846","facial",83.8383838383838,3.14972737168105,0,99
"3847","facial hair",96,1.69018959956838,0,100
"3848","facility",93,3.12819628258035,0,100
"3849","facing",82,3.71054069934822,0,100
"3850","fact",86,3.05263157009582,0,100
"3851","factor",89,3.46113886800212,0,100
"3852","factory",91,3.67941683138992,0,100
"3853","facts",83,3.17485821907416,0,100
"3854","factual",93.9393939393939,3.0559334253842,0,99
"3855","faculty",90.9090909090909,3.09014447116963,0,99
"3856","fad",87,3.15103758505524,0,100
"3857","fade",86,3.68022118003601,0,100
"3858","fag",91,2.20771251027603,0,100
"3859","faggot",90,3.18434092689167,0,100
"3860","Fahrenheit",86,2.36589227064736,0,100
"3861","fail",90.9090909090909,3.5459589303354,0,99
"3862","failing",90,3.85124677953147,0,100
"3863","failure",94,3.67027672308485,0,100
"3864","faint",82,3.68013866900834,0,100
"3865","fair",87,3.85987724170502,0,100
"3866","fairness",91.8367346938776,3.2180104307496,0,98
"3867","fairy",95,3.48319080627719,0,100
"3868","fairytale",86,3.26042132831537,0,100
"3869","fairy tale",80,3.4236881295927,0,100
"3870","fairy tales",74.7474747474748,3.68561119344177,0,99
"3871","faith",95,3.12526185039584,0,100
"3872","faithful",96,3.4743095969229,0,100
"3873","faithfulness",94,3.24709830893979,0,100
"3874","fake",88,3.43996679888202,0,100
"3875","falcon",88,2.03410458796125,0,100
"3876","fall",97,2.76400863486971,0,100
"3877","fallacy",92.8571428571429,3.00610923261134,0,98
"3878","fall apart",85.8585858585859,3.35585972449584,0,99
"3879","fallen",87,3.34851180812483,0,100
"3880","falling",96,3.50782902661788,0,100
"3881","fallout",85,3.10682614310711,0,100
"3882","false",94,2.63572716118091,0,100
"3883","falsehood",96,2.01260149573321,0,100
"3884","falsify",88.7755102040816,2.67231441660845,0,98
"3885","fame",82,3.33901008060753,0,100
"3886","familiar",92,3.40640693175876,0,100
"3887","family",98,3.51922834755311,0,100
"3888","family tree",92.9292929292929,3.09925715530576,0,99
"3889","famine",98,2.2671535059104,0,100
"3890","famished",98,1.43497497815815,0,100
"3891","famous",83.8383838383838,3.21629640431571,0,99
"3892","fan",89.8989898989899,3.60873171917126,0,99
"3893","fanatic",87.8787878787879,3.48648440839562,0,99
"3894","fancy",88.8888888888889,3.80045142168698,0,99
"3895","fandom",57,3.88167843279935,0,100
"3896","fanfare",62.2448979591837,3.34265387908636,0,98
"3897","fang",90.8163265306122,2.36998379955045,0,98
"3898","fangs",92.9292929292929,2.11982612825594,0,99
"3899","fanny",82.8282828282828,2.78428642857387,0,99
"3900","fantastic",97,2.83201083134434,0,100
"3901","fantasy",92,3.47569402630374,0,100
"3902","far",93,2.24201321635889,0,100
"3903","far away",92,3.17804670815032,0,100
"3904","farce",88,3.04714316198227,0,100
"3905","fare",96,3.29193569278397,0,100
"3906","farewell",96,1.55837504408593,0,100
"3907","farm",88,3.47407097145896,0,100
"3908","farmer",84.6938775510204,3.83991941538638,0,98
"3909","farming",79,3.90553724826514,0,100
"3910","farms",73,3.38019788135971,0,100
"3911","fart",90,3.42303998791867,0,100
"3912","farther",91,3.25638043069295,0,100
"3913","fascinate",83,3.6146135027831,0,100
"3914","fascinating",94,2.6332342336756,0,100
"3915","fascism",66,2.90316005010207,0,100
"3916","fascist",73,3.35448554549239,0,100
"3917","fashion",92,3.46194207240658,0,100
"3918","fashionable",94.9494949494949,3.2678188206267,0,99
"3919","fast",95,2.46443925437449,0,100
"3920","fasten",96,2.57616242840311,0,100
"3921","fastener",92,3.12134221949416,0,100
"3922","faster",60.6060606060606,3.14102652759454,0,99
"3923","fast food",90.9090909090909,3.0591221009673,0,99
"3924","fat",92,3.51428705072448,0,100
"3925","fatal",93,2.37788987214998,0,100
"3926","fate",86.734693877551,3.02233774429985,0,98
"3927","father",95,2.12743563672536,0,100
"3928","fatherly",90.5263157894737,3.39305418764346,0,95
"3929","fatigue",95,1.34561481752337,0,100
"3930","fattening",88,3.78321496012884,0,100
"3931","fatty",78,3.55317745739963,0,100
"3932","faucet",92,2.00831766728772,0,100
"3933","fault",92,3.2125678645715,0,100
"3934","faulty",83,2.70109229645262,0,100
"3935","fauna",91,2.06153518975045,0,100
"3936","favor",91,3.55534255357954,0,100
"3937","favorite",84,3.27192704647451,0,100
"3938","fawn",76.2886597938144,2.56059170239979,0,97
"3939","fax",84,2.64465327584822,0,100
"3940","FBI",78.7878787878788,3.55922057636402,0,99
"3941","fear",91.9191919191919,3.53143645367891,1,100
"3942","fearful",93,2.76893648582801,0,100
"3943","fearless",89,3.01169805879467,0,100
"3944","feast",95,2.864954749916,0,100
"3945","feat",92,3.32461369947241,0,100
"3946","feather",97,2.19529768028698,0,100
"3947","feathers",97,2.25822382470892,0,100
"3948","feature",91,3.219393847583,0,100
"3949","February",86,2.29174834723239,0,100
"3950","feces",85,2.3364358142857,0,100
"3951","federal",90,2.4137650006713,0,100
"3952","fedora",83,1.45882512489769,0,100
"3953","fee",96,2.72468048986252,0,100
"3954","feeble",92,1.75000030320441,0,100
"3955","feed",95,3.13274536441086,0,100
"3956","feedback",94,3.56973882516927,0,100
"3957","feeding",93,3.08941136405489,0,100
"3958","feel",99,2.79678580860584,0,100
"3959","feeling",98,2.96896429734082,0,100
"3960","feelings",97,2.75259767850838,0,100
"3961","feely",81,1.69761019101992,0,100
"3962","fees",82,2.89584171089821,0,100
"3963","feet",86,3.12807508824979,0,100
"3964","feline",96,1.01270800204337,0,100
"3965","fell",88,3.25397505167862,0,100
"3966","fellow",95,3.25940721010638,0,100
"3967","fellowship",92,3.01175879063741,0,100
"3968","felon",95,2.11981117572395,0,100
"3969","felony",95,1.31619192542681,0,100
"3970","felt",82,3.6007505591719,0,100
"3971","female",99,2.20561842895166,0,100
"3972","females",82,3.00547835407613,0,100
"3973","feminine",94,3.11095503310915,0,100
"3974","feminism",85,3.28810354113306,0,100
"3975","feminist",87,3.02736548156792,0,100
"3976","fence",92,3.58543626948221,0,100
"3977","fencing",84,3.35239894209621,0,100
"3978","feral",95,1.99079012898216,0,100
"3979","fern",84,2.81392728428129,0,100
"3980","ferocious",92.9292929292929,3.16932417790034,0,99
"3981","ferret",86,3.2566405915679,0,100
"3982","ferry",87,2.11604004171377,0,100
"3983","fertile",87.6288659793814,3.53490545997762,0,97
"3984","fertilizer",94,3.45775149049442,0,100
"3985","festival",88,3.03020614640239,0,100
"3986","festive",92,3.14405375784682,0,100
"3987","fetch",95,1.96794642388352,0,100
"3988","fetish",91,3.00764475852631,0,100
"3989","fetus",83.3333333333333,2.20282369014699,0,96
"3990","feud",82.6530612244898,2.58468878452391,0,98
"3991","feudal",63.6363636363636,3.78082060688324,0,99
"3992","fever",94,2.72910976689571,0,100
"3993","feverish",91,2.4828915059724,0,100
"3994","few",84.5360824742268,2.87216810521126,0,97
"3995","fewer",90,1.42667734312146,0,100
"3996","fib",86.734693877551,1.20511680623801,0,98
"3997","fiber",91,3.62351498562422,0,100
"3998","fickle",87,3.86386590640388,0,100
"3999","fiction",96,3.13817209222017,0,100
"4000","fictional",89,2.90470746682802,0,100
"4001","fiddle",80,2.63251206539687,0,100
"4002","fiddler",83.8709677419355,2.78614734819905,0,93
"4003","fidelity",93,3.36054025103429,0,100
"4004","fidget",88,3.60654524588612,0,100
"4005","field",89,3.52274228622616,0,100
"4006","fields",78,3.42748828465166,0,100
"4007","fiend",86.5979381443299,3.10117492858528,0,97
"4008","fierce",91.6666666666667,3.60500345763301,0,96
"4009","fiery",91,3.07326648725592,0,100
"4010","fiesta",95,1.8098132937431,0,100
"4011","fifteen",71,3.06609797438907,0,100
"4012","fifth",85,3.31655363963783,0,100
"4013","fifty",85,3.53215807734601,0,100
"4014","fig",95,2.4829544891432,0,100
"4015","fight",94,3.36606391708095,0,100
"4016","fighter",92,3.14497905553187,0,100
"4017","fighting",78.7878787878788,4.00857424242127,0,99
"4018","figs",88,2.89271410692658,0,100
"4019","figure",95,3.63225758175345,0,100
"4020","figure out",92,3.56622871047769,0,100
"4021","figures",73,3.13316545667809,0,100
"4022","file",91,3.28996057944018,0,100
"4023","files",83,3.37119486779112,0,100
"4024","fill",88,3.39549429559124,0,100
"4025","filled",82,3.18224246367392,0,100
"4026","filler",77,4.22990747312773,0,100
"4027","filling",92,3.50872991488964,0,100
"4028","film",93,2.39539293986661,0,100
"4029","films",91,2.41364822471402,0,100
"4030","filter",92,3.46295434900406,0,100
"4031","filth",96,2.16145330728262,0,100
"4032","filthy",98,1.13359458042489,0,100
"4033","fin",94.8979591836735,2.11888687551878,0,98
"4034","final",98,2.33163313068212,0,100
"4035","finale",92,2.5260157809764,0,100
"4036","finality",85,2.18139563188249,0,100
"4037","finally",71.7171717171717,2.68074506179831,1,100
"4038","finance",94,1.6752206905859,0,100
"4039","finances",95,1.87885927803419,0,100
"4040","financial",98.9690721649485,2.22655181129994,0,97
"4041","finch",85,1.49741814931843,0,100
"4042","find",93,3.13369186855231,0,100
"4043","finder",83,2.94845944778147,0,100
"4044","finding",85,3.45931382628695,0,100
"4045","fine",96,3.65068927079825,0,100
"4046","finesse",82.2916666666667,3.75276217241902,0,96
"4047","finger",83.8383838383838,3.43836704022545,0,99
"4048","fingernail",90,3.44426109827826,0,100
"4049","fingernails",82,3.57101112059444,0,100
"4050","fingerprint",87.8787878787879,3.19979072980675,0,99
"4051","fingers",85,2.89452077284524,0,100
"4052","finish",98,2.18246448998706,0,100
"4053","finished",93.8775510204082,1.98067151131357,0,98
"4054","finisher",65,3.49906815641881,0,100
"4055","finishing",88.5416666666667,2.68259346441881,0,96
"4056","finite",96,2.63541810111373,0,100
"4057","fir",93.8775510204082,1.11603368126066,0,98
"4058","fire",95,3.45975443862128,0,100
"4059","firecracker",89,3.72666994091221,0,100
"4060","fired",66,3.46722359508371,0,100
"4061","firefighter",94,3.0823572253669,0,100
"4062","firefly",83,3.23340707409487,0,100
"4063","fireman",91,3.44271164684208,0,100
"4064","fireplace",97,2.77224800192205,0,100
"4065","firetruck",91,2.42305340448283,0,100
"4066","firework",84.8484848484848,3.72813846098792,0,99
"4067","fireworks",69,3.76541239305827,0,100
"4068","firing",88,3.24042998321787,0,100
"4069","firm",97,3.09593894369401,0,100
"4070","first",90,3.03643605573746,0,100
"4071","first aid",85,3.13533631676084,0,100
"4072","first class",89,3.46812333911384,0,100
"4073","first floor",72,3.37416105127597,0,100
"4074","fish",87,3.74166456730653,0,100
"4075","fishing",94,3.19939713565072,0,100
"4076","fishing pole",93,2.87005365452276,0,100
"4077","fish tank",91.9191919191919,2.77456209026119,0,99
"4078","fishy",96,2.81691841153733,0,100
"4079","fist",92,2.80422241766891,0,100
"4080","fit",82,3.58644614805102,0,100
"4081","fitness",91.8367346938776,3.14213831686204,0,98
"4082","fitting",90,3.28879575582348,0,100
"4083","five",94,2.73887170058031,0,100
"4084","fix",94.8979591836735,3.20782560146397,0,98
"4085","fixation",91,2.77491203363981,0,100
"4086","fixed",73.7373737373737,3.65980542331686,0,99
"4087","fixer",81.25,3.33133335853285,0,96
"4088","fixing",64,3.35553823515341,0,100
"4089","fizz",90,2.89378483798838,0,100
"4090","fizzy",87.7551020408163,2.56717890234026,0,98
"4091","flag",90.625,3.45130560486956,0,96
"4092","flags",78,3.88487834318213,0,100
"4093","flake",87,2.21982228565704,0,100
"4094","flakes",94.9494949494949,1.92549121111559,0,99
"4095","flaky",88,3.64204934963813,0,100
"4096","flamboyant",86,3.34886880767588,0,100
"4097","flame",92,2.24462908312817,0,100
"4098","flames",90,1.29539552451622,0,100
"4099","flamingo",98,1.27359744917509,0,100
"4100","flan",88.7755102040816,3.11052158261929,0,98
"4101","flannel",90,3.0006659224197,0,100
"4102","flap",90,3.77940534608332,0,100
"4103","flapjack",88,2.09607335132117,0,100
"4104","flapper",54,3.2623659635558,0,100
"4105","flare",87,3.19024490562887,0,100
"4106","flash",88,3.09549947560131,0,100
"4107","flasher",81,3.34677776356601,0,100
"4108","flashing",80.8080808080808,2.98459327329145,0,99
"4109","flashlight",92,2.91163726959539,0,100
"4110","flashy",78,3.76497178072394,0,100
"4111","flask",89,3.11912456416918,0,100
"4112","flat",94,3.54923995103979,0,100
"4113","flatfish",76,3.31312718021555,0,100
"4114","flatter",77,3.60001905129484,0,100
"4115","flattering",70,3.82524440329677,0,100
"4116","flattery",68,3.94419718938353,0,100
"4117","flavor",96,2.52283404885916,0,100
"4118","flavorful",97,1.93844841206369,0,100
"4119","flavoring",94,3.15096070903267,0,100
"4120","flaw",98,3.02233585031316,0,100
"4121","flawed",91,3.23093291784778,0,100
"4122","flawless",96,2.48491421942903,0,100
"4123","flea",95,2.92566027603851,0,100
"4124","fleck",80,2.60971073346951,0,100
"4125","flee",93,2.33687993640277,0,100
"4126","fleece",92,2.55219636643016,0,100
"4127","fleet",92,2.55479352456268,0,100
"4128","fleeting",75,3.27085781250429,0,100
"4129","flesh",96,2.76593406307072,0,100
"4130","fleshy",91.8367346938776,3.327651870322,0,98
"4131","flew",78.7878787878788,3.00058801633572,0,99
"4132","flex",97.979797979798,2.29414978256545,0,99
"4133","flexibility",75,3.77059583325643,0,100
"4134","flexible",92,3.24203415180359,0,100
"4135","flick",88.8888888888889,2.99228031138858,0,99
"4136","flicker",83.5051546391753,3.34433264056271,0,97
"4137","flies",78,3.73832967928681,0,100
"4138","flight",96,2.7468494978145,0,100
"4139","flight attendant",86.734693877551,3.27225226524515,0,98
"4140","flighty",73,3.62004509708885,0,100
"4141","flimsy",86.8686868686869,3.16130816835037,0,99
"4142","flinch",84.375,3.7989023775014,0,96
"4143","fling",88.7755102040816,2.89392990208054,0,98
"4144","flint",79,2.68627034007658,0,100
"4145","flip",88,2.86809616007272,0,100
"4146","flip flops",84,2.82889655128314,0,100
"4147","flipper",96,1.84819824734248,0,100
"4148","flirt",93,3.46776523780717,0,100
"4149","float",85,3.14125986864727,0,100
"4150","floating",81,3.45320796240603,0,100
"4151","flock",91,2.02517246872493,0,100
"4152","flood",83.8383838383838,2.13321321620517,1,100
"4153","floor",95,3.40383357315579,0,100
"4154","flooring",76.7676767676768,2.90598186617738,0,99
"4155","flop",89,2.63295575723886,0,100
"4156","floppy",88.7755102040816,2.92385116437111,0,98
"4157","flora",97,1.3717530704139,0,100
"4158","floral",93,2.71652358659442,0,100
"4159","Florida",82.2916666666667,3.28395794770702,0,96
"4160","floss",97,1.55820584984625,0,100
"4161","flounder",89,1.8527385140897,0,100
"4162","flour",96.969696969697,2.94047580924587,0,99
"4163","flourish",90.4255319148936,3.29926231336603,0,94
"4164","flow",89,2.62198620912363,0,100
"4165","flower",99,3.54798553107279,0,100
"4166","flowers",88,3.65812880433267,0,100
"4167","flowery",86,3.97415975163072,0,100
"4168","flowing",95,2.27713009621458,0,100
"4169","flu",95,2.74619546457095,0,100
"4170","fluctuate",73.7373737373737,3.40850450908433,0,99
"4171","fluent",94,3.14466295104702,0,100
"4172","fluff",87,3.92054247788766,0,100
"4173","fluffy",91,3.44503924936614,0,100
"4174","fluid",93,2.26072320565634,0,100
"4175","flunk",96,1.53135877303626,0,100
"4176","fluorescent",83,2.47660620096361,0,100
"4177","flush",97,1.43991741922843,0,100
"4178","flute",93,3.23146395734304,0,100
"4179","flutter",88,2.47379856969933,0,100
"4180","flux",73.7373737373737,3.39381767819212,0,99
"4181","fly",92,3.43576064551855,0,100
"4182","flyer",78.7878787878788,3.42058925643357,0,99
"4183","flying",92,3.24573616059991,0,100
"4184","foal",92,1.97836277314908,0,100
"4185","foam",91,3.25504823423568,0,100
"4186","foamy",84.8484848484848,3.08741137415398,0,99
"4187","focus",93,3.77627838601498,0,100
"4188","focused",90,3.82334184165574,0,100
"4189","fodder",76,2.82624234218833,0,100
