"","cue","coverage","H","unknown","xR2","xR3","N"
"1633","casket",91.1660777385159,3.47930249740985,0,1,12,297
"1634","cassette",92.7586206896552,3.24400435509974,0,3,4,300
"1635","cast",86.5979381443299,4.27260264595962,0,0,6,297
"1636","casting",82.2064056939502,4.21141481505352,0,4,11,300
"1637","castle",86.6438356164384,4.31190730725762,0,1,6,300
"1638","casual",89.5622895622896,4.20250407668268,0,0,3,300
"1639","cat",94.6308724832215,3.72237439548647,0,0,2,300
"1640","catalog",79.5138888888889,4.33450861974418,0,3,6,300
"1641","catalyst",78.4090909090909,4.35470787228439,0,14,8,300
"1642","catapult",73.6111111111111,4.46123631353704,0,1,10,300
"1643","cataract",88.4210526315789,3.69346005242285,0,3,9,300
"1644","catastrophe",88.7323943661972,3.99095828790016,0,4,8,300
"1645","catch",88.8513513513514,3.94898279217642,0,0,4,300
"1646","catcher",82.4175824175824,3.62639484124326,0,8,5,294
"1647","catchy",83.955223880597,4.05394476637575,0,8,16,300
"1648","categorize",82.4137931034483,4.42536449996444,0,1,8,300
"1649","category",84.8920863309353,4.68004372230463,0,6,10,300
"1650","caterpillar",91.7241379310345,3.64722588859338,0,1,5,297
"1651","catfish",79.4425087108014,4.42689447129022,0,2,9,300
"1652","cathedral",85.8131487889273,4.01305358772203,0,1,3,294
"1653","catholic",89.8648648648649,3.99831871807548,0,1,2,300
"1654","catholicism",82.6241134751773,4.00175057883059,0,5,8,300
"1655","cats",93.4931506849315,4.14780486879027,0,1,0,294
"1656","catsup",69.0376569037657,2.93894452648865,0,12,31,294
"1657","cattle",84.3003412969283,3.95252094177741,0,1,5,300
"1658","catwalk",81.9444444444444,3.84966151461122,0,2,8,300
"1659","caught",83.3333333333333,4.45200866151121,0,2,5,297
"1660","cauliflower",87.7966101694915,3.67331574111407,0,0,2,297
"1661","cause",89.1304347826087,3.84369132420594,0,4,16,300
"1662","caustic",73.9130434782609,3.97204150516842,0,13,21,300
"1663","caution",90.2097902097902,3.92330290039116,0,2,10,300
"1664","cautious",91.3194444444444,3.94402388420711,0,3,6,300
"1665","cave",81.4189189189189,4.06222120470476,0,0,4,300
"1666","caveman",77.6271186440678,4.25435003489959,0,0,5,300
"1667","cavern",79.6363636363636,3.67495075543683,0,3,7,288
"1668","cavity",91.4285714285714,3.47249776964328,0,3,5,291
"1669","cayman",77.5280898876404,3.61600996997836,0,1,31,300
"1670","CD",81.9494584837545,3.67832519049595,0,2,7,288
"1671","cease",76.7123287671233,3.25351479082863,0,1,6,300
"1672","cedar",84.2657342657343,3.54930547491871,0,3,8,300
"1673","ceiling",92.9078014184397,3.68180366744144,0,3,12,300
"1674","celebrate",92.6573426573427,3.56313177805833,0,1,6,294
"1675","celebration",91.8088737201365,3.65072512260433,0,1,5,300
"1676","celebrity",81.3148788927336,4.02378847516271,0,3,5,300
"1677","celery",92.9328621908127,3.5692342974901,0,2,7,294
"1678","celestial",85.7638888888889,3.80876495483325,0,2,8,300
"1679","celibacy",75.2613240418118,4.1975058786256,0,3,7,300
"1680","cell",89.2733564013841,3.69135501667487,0,2,7,300
"1681","cellar",91.4089347079038,3.43541263302787,0,2,5,300
"1682","cello",88.8135593220339,3.54399391749446,0,0,5,300
"1683","cellphone",86.986301369863,4.23932632406604,0,0,8,300
"1684","cells",78.1021897810219,4.15390120354604,0,7,12,300
"1685","cellular",85.4545454545455,4.01887101663668,0,7,11,300
"1686","Celsius",92.1232876712329,2.94843800443603,0,0,8,300
"1687","Celtic",72.1611721611722,3.95771686946881,0,10,7,300
"1688","cement",91.4965986394558,4.16520639527416,0,1,4,300
"1689","cemetery",90.7534246575342,3.9577363242987,0,1,6,300
"1690","censor",86.8913857677903,4.82286889744705,0,10,13,300
"1691","censorship",77.0034843205575,4.98283472424251,0,3,7,300
"1692","cent",86.5724381625442,3.59397513363219,0,4,9,300
"1693","center",91.958041958042,4.13464478588073,0,2,10,300
"1694","centered",83.7301587301587,3.93925981689328,0,16,16,300
"1695","centimeter",84.1549295774648,3.41077783235571,0,3,10,300
"1696","centipede",83.3898305084746,3.66540517677946,0,0,5,300
"1697","central",89.3617021276596,4.19769049506585,0,5,8,300
"1698","cents",92.226148409894,3.41383281805804,0,3,2,291
"1699","century",74.0350877192982,3.99748456637042,0,3,9,300
"1700","CEO",86.0627177700349,4.12309009173907,0,3,7,300
"1701","ceramic",91.9463087248322,4.03443369006052,0,0,2,300
"1702","ceramics",93.4545454545455,3.75802754883095,0,2,6,285
"1703","cereal",90.2027027027027,3.65667603431846,0,1,2,300
"1704","cereals",81.8181818181818,3.4858609914424,0,8,9,300
"1705","cerebral",84.452296819788,3.73935212629328,0,2,7,294
"1706","ceremony",87.8048780487805,3.95993834052632,0,3,7,300
"1707","certain",89.198606271777,3.75310262505118,0,3,7,300
"1708","certainly",88.8086642599278,3.9524911524783,0,7,9,300
"1709","certainty",86.8327402135231,4.44903017145145,0,4,11,300
"1710","certificate",89.2361111111111,4.17111499754998,0,1,10,300
"1711","certified",73.0627306273063,4.54570305928068,0,9,8,297
"1712","certify",80.3030303030303,4.49974572006327,0,14,8,300
"1713","chain",92.0138888888889,4.07876769691657,0,3,6,300
"1714","chains",81.3620071684588,4.36326441380463,0,5,11,300
"1715","chainsaw",87.8676470588235,3.93877384361619,0,9,10,300
"1716","chair",94.7916666666667,3.78060307158481,0,2,8,300
"1717","chairman",81.4946619217082,3.96745900377296,0,5,9,300
"1718","chairperson",92.9328621908127,4.19377574244684,0,4,9,300
"1719","chairwoman",85.4014598540146,4.25163267164348,0,4,15,297
"1720","chalk",93.1972789115646,3.62735623864737,0,1,4,300
"1721","chalkboard",92.4657534246575,3.33325920886113,0,0,8,300
"1722","challenge",88.9705882352941,4.59843092103888,0,7,11,297
"1723","challenging",93.448275862069,3.97946489868531,0,0,10,300
"1724","chamber",91.2891986062718,4.03133433131549,0,3,7,300
"1725","chameleon",90,3.67175521167936,0,2,6,300
"1726","champagne",89.7260273972603,3.84455928523522,0,2,1,297
"1727","champion",90.9722222222222,4.4338057805235,0,3,6,300
"1728","championship",90.3114186851211,3.87843763494974,0,4,3,300
"1729","chance",92.3611111111111,4.14021351926653,0,2,8,300
"1730","chances",78.169014084507,4.24772854344603,0,4,8,300
"1731","change",89.7610921501707,4.46238502816431,0,1,5,300
"1732","changeable",71.4285714285714,4.2979344427673,0,14,13,300
"1733","changing",70.8029197080292,4.51684512964635,0,7,12,300
"1734","channel",81.0344827586207,4.00040940873568,0,0,10,300
"1735","chant",79.3706293706294,4.27757716120607,0,3,8,300
"1736","chanting",82.078853046595,4.50157370068454,0,4,13,300
"1737","chaos",88.1118881118881,4.73829865811902,0,1,12,300
"1738","chaotic",84.2465753424658,4.54653043344534,0,1,6,300
"1739","chap",86.3945578231292,3.8816151023451,0,1,4,300
"1740","chapel",92.2033898305085,3.64694387385871,0,2,1,300
"1741","chaps",70,3.96672848913628,0,12,13,297
"1742","chapter",92.7835051546392,3.6957625571343,0,2,5,300
"1743","character",89.4915254237288,4.40921156642106,0,0,5,300
"1744","characteristic",87.9120879120879,4.38277527836398,0,7,13,300
"1745","charade",87.1886120996441,3.94511226071581,0,4,11,300
"1746","charcoal",91.7857142857143,3.72237078230161,0,1,6,288
"1747","charge",83.8383838383838,4.33881128819554,0,1,1,300
"1748","charged",86.7383512544803,4.24993776939959,0,4,7,294
"1749","charisma",83.695652173913,4.45705013208222,0,6,12,300
"1750","charismatic",83.4507042253521,4.63791419793092,0,5,6,300
"1751","charitable",89.4557823129252,3.87252103828796,0,0,6,300
"1752","charity",90.2777777777778,4.31497408962821,0,3,6,300
"1753","charm",88.2352941176471,4.53424270454591,0,2,7,300
"1754","charming",88.0701754385965,4.28310530627762,0,4,7,300
"1755","charred",81.0526315789474,3.56193648297297,0,4,7,300
"1756","chart",91.7808219178082,3.97958885150285,0,0,5,297
"1757","chase",92.2509225092251,4.12600429552861,0,4,12,291
"1758","chaser",90.0383141762452,4.42501624273363,0,14,11,300
"1759","chasm",83.3922261484099,4.12776693535038,0,1,15,300
"1760","chaste",76.171875,3.92087509584404,0,10,24,300
"1761","chastise",72.9508196721311,4.14355685474124,0,18,17,297
"1762","chastity",82.3741007194245,3.98984584437762,0,5,12,300
"1763","chat",88.2352941176471,3.93352248910882,0,2,7,300
"1764","chatter",81.6608996539792,4.07920282056185,0,2,7,300
"1765","chatting",81.2720848056537,4.15713450209038,0,5,7,300
"1766","chatty",78.9473684210526,3.89101390312944,0,3,9,300
"1767","chauffeur",88.6206896551724,3.40863654737754,0,0,10,300
"1768","cheap",79.8586572438163,4.48417741130706,0,3,11,300
"1769","cheapskate",69.140625,4.26741510062266,0,9,20,294
"1770","cheat",90.9407665505226,4.23198436676982,0,2,9,300
"1771","cheater",83.5616438356164,4.5729326765375,0,0,8,300
"1772","cheating",86.9718309859155,4.45796369682183,0,3,7,297
"1773","check",89.8989898989899,4.42886250557454,0,0,3,300
"1774","checkbook",89.2086330935252,3.82666509764181,0,3,10,294
"1775","checkered",85.6115107913669,4.05029900943937,0,5,12,300
"1776","checkers",84.8920863309353,3.64597829427659,0,5,12,300
"1777","checking",87.732342007435,4.35023263579254,0,9,13,300
"1778","check out",88.086642599278,4.51453307618723,0,3,5,288
"1779","Cheddar",91.5789473684211,3.25873480233515,0,6,3,300
"1780","cheek",81.5331010452962,4.06616963654352,0,3,4,297
"1781","cheeks",84.375,3.74505715105193,0,1,10,300
"1782","cheeky",82.9181494661922,4.39495651285677,0,3,13,300
"1783","cheer",87.4576271186441,4.50654605067107,0,1,3,300
"1784","cheerful",92.0962199312715,3.55929312805842,0,0,9,300
"1785","cheerleader",76.0942760942761,4.44119500825664,0,0,3,300
"1786","cheers",81.6608996539792,4.21912871093688,0,2,7,300
"1787","cheery",86.8613138686131,3.72071536576513,0,11,4,300
"1788","cheese",88.3959044368601,4.60867572125959,0,0,4,297
"1789","cheeseburger",88.8135593220339,4.31106823567839,0,1,3,300
"1790","cheesecake",94.4055944055944,4.06440549200838,0,4,6,300
"1791","cheesy",78.6206896551724,4.79757871843218,0,1,8,300
"1792","cheetah",91.864406779661,3.44545310012477,0,0,5,300
"1793","chef",92.1232876712329,3.56210488836506,0,0,8,300
"1794","chemical",87.4149659863945,4.69076188955317,0,0,6,300
"1795","chemicals",81.8181818181818,4.64418810705358,0,0,3,300
"1796","chemist",85.663082437276,4.0996563853221,0,3,6,291
"1797","chemistry",86.2542955326461,4.23218063051038,0,3,3,300
"1798","cherish",85.8181818181818,4.01933205467268,0,4,17,300
"1799","cherries",88.013698630137,3.53739095530837,0,1,6,300
"1800","cherry",90.3333333333333,3.5261803149727,0,0,0,300
"1801","chervil",45.8874458874459,2.48452571501757,0,1,67,300
"1802","chess",91.2751677852349,3.9798255568445,0,0,2,300
"1803","chest",91.1864406779661,4.3314025623073,0,1,3,300
"1804","chestnut",89.9653979238754,3.80544206068848,0,3,5,300
"1805","Chevy",76.7068273092369,3.47345063853489,0,16,19,300
"1806","chew",79.1095890410959,3.68557212881993,0,0,8,300
"1807","chewing",84.375,3.53907178523477,0,1,7,297
"1808","chewing gum",86.3970588235294,4.31512261766188,0,10,8,300
"1809","chewy",82.4137931034483,4.21606958741484,0,3,4,300
"1810","chic",87.5862068965517,4.12620286091714,0,2,6,300
"1811","Chicago",69.1756272401434,4.12848470025439,0,5,11,300
"1812","chick",92.0415224913495,3.51173610927975,0,3,5,300
"1813","chickadee",78.8235294117647,3.96005310566985,0,6,18,285
"1814","chicken",89.6907216494845,4.28876572588557,0,2,5,300
"1815","chicken pox",79.7909407665505,3.93276342671348,0,4,5,300
"1816","chickens",76.3066202090592,3.84372201708731,0,2,9,300
"1817","chickpea",73.4082397003745,4.04146636783473,0,7,19,300
"1818","chief",90.3114186851211,3.84694143457868,0,1,9,300
"1819","child",91.156462585034,4.17166495940398,0,1,4,300
"1820","childbirth",88.6986301369863,3.85689579474598,0,2,4,300
"1821","childhood",89.3835616438356,4.50235489713309,0,2,4,300
"1822","childish",88.7755102040816,4.07948127830552,0,0,6,300
"1823","childless",86.8217054263566,4.16404853233758,0,15,12,300
"1824","childlike",87.3684210526316,4.20442910249515,0,4,4,297
"1825","children",94.8630136986301,4.20808646214326,0,0,8,300
"1826","chili",88.8888888888889,3.62377900832514,0,1,1,300
"1827","chill",94.2372881355932,3.53351949013947,0,1,3,300
"1828","chilling",89.2086330935252,3.98955943411069,0,7,5,297
"1829","chilly",91.6387959866221,3.43800218862546,0,0,1,300
"1830","chime",92.4187725631769,3.4708746928789,0,4,9,294
"1831","chimney",91.7808219178082,3.35945031847292,0,2,4,300
"1832","chimp",87.7697841726619,3.68837412715665,0,9,4,300
"1833","chimpanzee",92.0689655172414,3.5169774075524,0,1,5,297
"1834","chin",90.7216494845361,4.0188662677536,0,3,3,300
"1835","China",83.5016835016835,4.57909050891267,0,1,1,300
"1836","Chinese",90.1060070671378,3.93983063846069,0,2,7,294
"1837","Chinese food",70.446735395189,4.29869437304633,0,3,3,300
"1838","chip",93.5153583617747,3.85774051645688,0,0,4,297
"1839","chipmunk",89.0845070422535,3.88175631574182,0,2,12,300
"1840","chips",91.9191919191919,3.82341421537901,0,0,3,300
"1841","chirp",89.4160583941606,3.37840830708974,0,6,11,297
"1842","chisel",88.1533101045296,4.06998404148946,0,2,3,294
"1843","chivalrous",83.5664335664336,4.09661183903082,0,2,10,300
"1844","chivalry",84.0136054421769,4.05023143658247,0,1,4,300
"1845","chlorine",91.3793103448276,3.46603717821593,0,3,4,300
"1846","chocolate",93.127147766323,3.96728630854432,0,4,1,300
"1847","chocolate bar",76.9230769230769,4.14316784870847,0,10,7,300
"1848","choice",92.7835051546392,4.30069128690168,0,2,5,300
"1849","choices",85.6617647058823,4.40417754775828,0,8,12,300
"1850","choir",91.6666666666667,3.69204726228059,0,4,4,300
"1851","choke",91.1660777385159,4.33750638958735,0,0,8,291
"1852","choking",73.3576642335766,4.28632586802044,0,10,6,300
"1853","cholesterol",87.6712328767123,3.81302816279344,0,2,4,300
"1854","chomp",90.1408450704225,3.43090072849188,0,2,12,300
"1855","choose",94.7916666666667,3.54453811792336,0,2,8,300
"1856","choosy",84.7058823529412,3.43755236703697,0,14,17,300
"1857","chop",87.5420875420875,3.95644910578921,0,0,3,300
"1858","chopper",82.9787234042553,3.9251076924292,0,3,6,294
"1859","chops",92.962962962963,3.66638001661932,0,10,10,300
"1860","chopsticks",89.5470383275261,3.47367582844073,0,3,4,297
"1861","choral",86.9888475836431,3.77101078330448,0,11,9,300
"1862","chord",90.0709219858156,3.59772330072248,0,3,12,300
"1863","chore",93.7062937062937,4.01311837417632,0,3,8,300
"1864","chores",87.5,4.1641518617766,0,1,2,300
"1865","chorus",88.6206896551724,3.77456411368881,0,1,8,300
"1866","chowder",88.5714285714286,3.27293371048375,0,1,15,297
"1867","Christ",85.6164383561644,3.67064943963855,0,0,8,300
"1868","Christian",84.7972972972973,4.18728820313957,0,0,4,300
"1869","Christianity",83.1034482758621,4.00793576887712,0,3,4,300
"1870","Christmas",89,4.08942133928135,0,0,0,300
"1871","Christmas tree",80.2047781569966,4.09676436363458,0,1,5,300
"1872","chrome",93.1159420289855,3.39005105146906,0,4,10,294
"1873","chromosome",80,3.85932117951377,0,3,9,300
"1874","chromosomes",80.4195804195804,3.90432727203748,0,3,8,300
"1875","chronic",83.1578947368421,4.12040723540005,0,2,11,300
"1876","chubby",86.4583333333333,3.62207322228342,0,4,4,300
"1877","chuck",81.1188811188811,3.88492828316038,0,1,12,300
"1878","chuckle",83.2764505119454,3.40760590283797,0,2,3,300
"1879","chunk",90.0709219858156,4.26746494139867,0,2,14,300
"1880","chunky",86.8421052631579,3.91135994163707,0,9,16,300
"1881","church",90,4.36728130393403,0,0,0,300
"1882","church service",87.8048780487805,4.29643472780324,0,5,3,300
"1883","CIA",84.2465753424658,4.17165817190724,0,2,4,300
"1884","cider",91.2457912457912,3.36612739894756,0,0,3,300
"1885","cigar",84.3003412969283,3.7964138179657,0,1,5,300
"1886","cigarette",95.8477508650519,3.83319217644821,0,2,4,297
"1887","cigarettes",90.1360544217687,4.00957311387502,0,2,2,300
"1888","cigars",82.312925170068,3.90157867894435,0,0,3,297
"1889","cilantro",72.7272727272727,3.68175250483902,0,3,19,300
"1890","Cinderella",89.8648648648649,3.73215346627829,0,1,2,300
"1891","cinema",90.2097902097902,3.51108576058078,0,3,8,300
"1892","cinnamon",93.4931506849315,4.08164078571643,0,1,6,300
"1893","cipher",75.2808988764045,4.05395281021448,0,8,17,300
"1894","circa",85.239852398524,3.70042728944927,0,6,17,300
"1895","circle",93.1159420289855,3.86845503793527,0,3,15,297
"1896","circles",75.6457564575646,4.13874599674894,0,10,9,300
"1897","circuit",92.4398625429553,4.14145151833319,0,1,7,300
"1898","circular",92.3076923076923,3.66649409452239,0,0,14,300
"1899","circulation",88.6206896551724,3.40916456883766,0,2,6,300
"1900","circumference",91.4893617021277,3.35646099015234,0,4,10,300
"1901","circumstance",88.6363636363636,4.24466327498876,0,10,16,300
"1902","circumstances",80.3212851405623,4.53079193743395,0,17,17,300
"1903","circus",84.7972972972973,3.7501416467335,0,2,0,300
"1904","citation",86.2068965517241,4.16980993319777,0,1,8,300
"1905","cite",83.8129496402878,4.20819265162849,0,4,14,300
"1906","citizen",82.5342465753425,4.49174731547745,0,1,6,300
"1907","citizenship",85.239852398524,4.44814881203707,0,11,7,300
"1908","citrus",94.6488294314381,2.7630637685141,0,0,1,300
"1909","city",83.2191780821918,4.15107617079719,0,2,4,300
"1910","civil",86.013986013986,4.14646407929741,0,0,11,297
"1911","civilization",83.728813559322,4.56339213997084,0,0,2,297
"1912","Civil War",68.8172043010753,4.58796416803988,0,4,4,291
"1913","claim",89.1608391608392,4.61206502500293,0,2,10,300
"1914","claims",76.3636363636364,4.57464359620393,0,6,13,300
"1915","clam",92.5170068027211,3.75284484377222,0,2,2,300
"1916","clammy",89.5104895104895,3.52074768465132,0,2,10,300
"1917","clamp",87.5886524822695,4.41138464522318,0,3,12,300
"1918","clams",83.1501831501832,4.09892071467221,0,6,9,294
"1919","clan",82.9351535836177,3.95722948327745,0,2,3,300
"1920","clap",88.7372013651877,3.71413261417288,0,1,5,300
"1921","clapping",83.4558823529412,3.70219369705533,0,11,6,300
"1922","clarify",85.8657243816254,4.15461591059648,0,2,10,297
"1923","clarinet",93.9393939393939,3.67114651572032,0,0,3,300
"1924","clarity",87.2340425531915,4.20734775898488,0,4,10,300
"1925","clash",82.4561403508772,4.25756771923775,0,2,11,300
"1926","clasp",89.4927536231884,3.94706214548178,0,3,12,294
"1927","class",90.5723905723906,4.31362930600537,0,1,1,300
"1928","classes",80.7971014492754,3.99637435996328,0,8,8,300
"1929","classic",91.4089347079038,4.35716836011671,0,2,5,300
"1930","classical",93.75,3.72151456578452,0,2,8,300
"1931","classics",81.8815331010453,3.8393056522589,0,2,6,297
"1932","classification",74.9049429657795,4.52188809594299,0,10,17,300
"1933","classify",84.8484848484848,4.42306782225157,1,10,13,300
"1934","classroom",95.9322033898305,3.44219985850467,0,1,3,300
"1935","classy",84.7517730496454,4.83698079079752,0,6,6,300
"1936","clause",86.411149825784,3.88870124264024,0,3,7,300
"1937","claustrophobia",82.6989619377163,4.19344583000476,0,1,9,300
"1938","claw",89.527027027027,4.14114415763908,0,0,4,300
"1939","claws",87.2413793103448,3.88899969538225,0,3,4,300
"1940","clay",88.6986301369863,4.13658369793479,0,1,6,300
"1941","clean",85.8620689655173,4.53237423465343,0,2,6,300
"1942","cleaner",79.9307958477509,4.77414457788003,0,2,4,297
"1943","cleaning",86.8512110726644,4.63448751664345,0,4,3,300
"1944","cleanliness",85.6115107913669,4.26013357104961,0,6,10,300
"1945","cleanse",84.7222222222222,4.0596079731334,0,2,8,300
"1946","cleanser",83.0508474576271,4.19946036451034,0,1,3,300
"1947","cleansing",82.6714801444043,4.48874959134839,0,9,5,300
"1948","clean up",87.3188405797101,4.32964530261333,0,6,9,297
"1949","clear",91.4675767918089,4.28281819938737,0,1,5,300
"1950","clearly",81.6176470588235,4.37961406746589,0,6,16,300
"1951","cleavage",82.9268292682927,4.01375241955706,0,1,11,300
"1952","cleave",74.7081712062257,4.05302460774961,0,9,25,300
"1953","clef",82.7838827838828,3.180730933093,0,6,12,297
"1954","cleft",63.2411067193676,3.76364666735499,0,13,21,300
"1955","clementine",86.0627177700349,3.70002270007458,0,3,7,300
"1956","clench",90.6137184115523,3.62962615491761,0,6,11,300
"1957","clergy",88.5135135135135,3.79484159423726,0,0,4,300
"1958","cleric",80.5860805860806,4.00281390528756,0,5,17,300
"1959","clerical",81.0714285714286,4.15531221999254,0,5,10,300
"1960","clerk",86.0544217687075,4.41645534478686,0,0,6,300
"1961","clever",90.2097902097902,3.86330210568806,0,3,8,300
"1962","cliche",70.9923664122137,4.627919944625,0,16,6,300
"1963","click",88.6925795053003,3.96461557210927,0,3,11,300
"1964","client",89.6296296296296,4.18574046348587,0,6,18,300
"1965","cliff",87.8892733564014,4.09215688576832,0,2,7,300
"1966","climate",91.5254237288136,3.43963623575848,0,1,3,300
"1967","climate change",72.4137931034483,4.63223001433743,0,2,6,300
"1968","climax",91.0958904109589,3.64711458433438,0,2,4,300
"1969","climb",92.226148409894,3.82981078659819,0,5,7,300
"1970","climber",88.8888888888889,3.93601345588942,0,2,8,300
"1971","climbing",91.304347826087,4.02747255381809,0,0,1,300
"1972","cling",90.6474820143885,4.2816609471251,0,2,12,294
"1973","clinging",82.4626865671642,4.50925762102977,0,14,4,300
"1974","clingy",84.1911764705882,4.43008891895233,0,4,14,294
"1975","clinic",95.53264604811,3.85919230318478,0,2,5,300
"1976","clinical",93.1740614334471,3.96051287856232,0,1,5,300
"1977","clip",90.1694915254237,4.15311665500678,0,0,5,300
"1978","clipboard",85.8208955223881,4.31164382773642,0,7,9,291
"1979","clipper",87.7697841726619,3.80767147787855,0,5,12,300
"1980","clippers",86.2676056338028,3.80050394905447,0,2,12,300
"1981","clique",85.8131487889273,4.19039579074037,0,2,7,300
"1982","clitoris",84.7826086956522,3.57462895766128,0,6,12,300
"1983","cloak",89.5973154362416,3.93423963151827,0,0,2,300
"1984","clock",90.2356902356902,3.53101188984952,0,0,3,300
"1985","clockwise",85.8736059479554,3.75018123443968,0,5,9,288
"1986","clog",88.6524822695035,3.81058145197102,0,4,10,300
"1987","cloister",81.3432835820896,4.21955427952748,0,7,18,300
"1988","clone",91.6376306620209,4.01537319049327,0,2,6,297
"1989","close",95.221843003413,3.35040644492669,0,0,7,300
"1990","closed",89.3617021276596,3.7136554938602,0,3,12,300
"1991","closely",85.2830188679245,4.34632759736101,0,8,19,300
"1992","closeness",87.8676470588235,4.0641199618603,0,7,11,297
"1993","closer",82.8358208955224,4.36392053652516,0,9,14,300
"1994","closet",91.0652920962199,3.81202749145828,0,1,7,300
"1995","closing",88.5017421602787,4.01410076766693,0,2,9,300
"1996","closure",87.0175438596491,4.38594394940836,0,2,8,297
"1997","cloth",90.7534246575342,4.2386580878445,0,1,6,300
"1998","clothe",86.8055555555556,4.18942651506294,0,1,10,300
"1999","clothes",91.864406779661,4.37984379572535,0,0,5,300
"2000","clothing",90.8474576271186,4.31412536927667,0,1,3,300
"2001","cloths",76.6550522648084,4.44269717193069,0,3,7,300
"2002","cloud",87.3720136518771,3.68543837849752,0,2,3,300
"2003","clouds",89.1156462585034,3.33801264057663,0,1,4,300
"2004","cloudy",93.5593220338983,3.69454386893557,0,0,5,300
"2005","clove",90.6367041198502,4.03450559295676,0,7,13,294
"2006","clover",86.0068259385665,3.77892674342777,0,0,7,300
"2007","cloves",85.4961832061069,4.06793878401921,0,10,18,300
"2008","clown",87.1527777777778,4.1975245777048,0,1,7,297
"2009","clowns",78.494623655914,4.09347835335211,0,6,9,300
"2010","cloying",72.7611940298508,4.16534105111526,0,4,24,300
"2011","club",89.8989898989899,4.43676539584548,0,0,3,300
"2012","cluck",81.9277108433735,3.27009792349213,0,15,21,300
"2013","clue",88.6524822695035,3.87872286501292,0,5,8,300
"2014","clueless",80.1418439716312,4.23957034767085,0,4,10,300
"2015","clues",74.5519713261649,4.04961355287943,0,6,9,300
"2016","clumsy",81.7857142857143,4.56502663692537,0,7,6,300
"2017","cluster",91.0394265232975,4.12174049589755,0,5,11,300
"2018","clutch",92.3076923076923,3.40865728518044,0,0,5,291
"2019","clutter",90.4255319148936,4.01702509228701,0,3,12,300
"2020","coach",92.4914675767918,4.26790763574925,0,0,4,297
"2021","coal",92.1501706484642,4.03791435171075,0,1,5,300
"2022","coarse",93.9501779359431,3.97670685612892,0,5,9,300
"2023","coast",88.5906040268456,3.82798448636457,0,0,2,300
"2024","coaster",90.3448275862069,3.7917113627679,0,2,6,300
"2025","coat",92.7835051546392,3.80455977573374,0,2,5,300
"2026","coating",87.0503597122302,4.20143074332044,0,4,14,300
"2027","cob",92.3954372623574,3.11472990903834,0,13,11,300
"2028","cobbler",89.7058823529412,3.77130258962955,0,9,10,300
"2029","cobra",90.4109589041096,3.40862100181337,0,0,8,300
"2030","cobweb",85.3571428571428,3.53164395170938,0,3,11,297
"2031","Coca Cola",91.3494809688581,3.78981814136986,0,3,5,300
"2032","cocaine",92.2033898305085,3.60607443120511,0,0,5,300
"2033","cock",91.5254237288136,3.69798454570875,0,1,3,300
"2034","cockpit",84.7750865051903,3.45467742111607,0,3,5,300
"2035","cockroach",89.4557823129252,4.15425189853369,0,0,3,297
"2036","cocktail",89.8648648648649,3.91815434708434,0,0,1,297
"2037","cocky",80.0738007380074,4.59719971914816,0,7,15,300
"2038","cocoa",93.5810810810811,3.36027293111039,0,0,4,300
"2039","coconut",90.1023890784983,3.98385585378936,0,0,1,294
"2040","cocoon",87.2852233676976,3.60885779086421,0,1,7,300
"2041","cod",79.7153024911032,3.56155943442269,0,1,17,300
"2042","code",86.0544217687075,4.41497835528009,0,1,4,300
"2043","coding",80.3571428571429,4.18577876134399,0,6,8,300
"2044","coerce",86.3309352517986,3.97376693894996,0,3,16,300
"2045","coffee",91.2457912457912,3.9321884918004,0,0,3,300
"2046","coffin",92.7835051546392,3.64772130776432,0,2,5,300
"2047","cog",82.7067669172932,3.52171130519163,0,5,18,294
"2048","cognac",85.9848484848485,3.83187369147589,0,8,8,288
"2049","cognition",87.0036101083032,3.81622661663656,0,3,17,300
"2050","cognitive",91.0394265232975,3.97636153292163,0,2,8,291
"2051","cogs",82.7956989247312,3.94307169931398,0,3,12,297
"2052","cohort",75.7462686567164,4.26703637714355,0,4,24,300
"2053","coil",90.4436860068259,3.64530375032578,0,0,7,300
"2054","coin",92.6829268292683,3.89549797594283,0,5,3,300
"2055","coincidence",83.955223880597,4.19145012141359,0,6,20,300
"2056","coins",90.2356902356902,3.57630189072492,0,0,3,300
"2057","coke",95.7746478873239,3.87291354528342,0,0,4,288
"2058","cola",88.2154882154882,3.2991561123364,0,0,3,300
"2059","colander",85.1449275362319,3.67614976671195,0,1,13,291
"2060","cold",92.9765886287625,4.03757752934786,0,0,1,300
"2061","colder",88.1118881118881,3.89485296742393,0,3,8,300
"2062","coleslaw",85.3932584269663,3.68709326419889,0,5,11,288
"2063","collaborate",82.3321554770318,4.16435391903429,0,4,9,300
"2064","collaboration",80.4347826086957,4.29624623396396,0,1,10,288
"2065","collapse",87.0503597122302,3.9689861591278,0,0,13,291
"2066","collar",89.9653979238754,3.78675708176742,0,1,9,300
"2067","colleague",81.2720848056537,3.69817375838709,0,3,11,300
"2068","collect",90.2777777777778,4.32541999806272,0,2,8,300
"2069","collected",65,4.53139003855866,0,13,14,300
"2070","collection",90.3448275862069,4.66071488160866,0,3,4,300
"2071","collective",84.6975088967972,4.41566932584047,0,4,11,300
"2072","collector",84.8797250859106,4.51152267299095,0,1,7,300
"2073","college",86.8686868686869,4.00558265677195,0,1,1,300
